0 0 -0.3625 -0.3625 -0.000118775 -0.000118775 0.0268793 0
0 1 -0.18125 -0.3625 -5.93873e-05 -0.000118775 0.0268793 0
0 2 0 -0.3625 0 -0.000118775 0.0268793 0
0 3 0.18125 -0.3625 5.93873e-05 -0.000118775 0.0268793 0
0 4 0.3625 -0.3625 0.000118775 -0.000118775 0.0268793 0
0 5 -0.3625 -0.18125 -0.000118775 -5.93873e-05 0.0268793 0
0 6 -0.18125 -0.18125 -5.93873e-05 -5.93873e-05 0.0268793 0
0 7 0 -0.18125 0 -5.93873e-05 0.0268793 0
0 8 0.18125 -0.18125 5.93873e-05 -5.93873e-05 0.0268793 0
0 9 0.3625 -0.18125 0.000118775 -5.93873e-05 0.0268793 0
0 10 -0.3625 0 -0.000118775 0 0.0268793 0
0 11 -0.18125 0 -5.93873e-05 0 0.0268793 0
0 12 0 0 0 0 0.0268793 0
0 13 0.18125 0 5.93873e-05 0 0.0268793 0
0 14 0.3625 0 0.000118775 0 0.0268793 0
0 15 -0.3625 0.18125 -0.000118775 5.93873e-05 0.0268793 0
0 16 -0.18125 0.18125 -5.93873e-05 5.93873e-05 0.0268793 0
0 17 0 0.18125 0 5.93873e-05 0.0268793 0
0 18 0.18125 0.18125 5.93873e-05 5.93873e-05 0.0268793 0
0 19 0.3625 0.18125 0.000118775 5.93873e-05 0.0268793 0
0 20 -0.3625 0.3625 -0.000118775 0.000118775 0.0268793 0
0 21 -0.18125 0.3625 -5.93873e-05 0.000118775 0.0268793 0
0 22 0 0.3625 0 0.000118775 0.0268793 0
0 23 0.18125 0.3625 5.93873e-05 0.000118775 0.0268793 0
0 24 0.3625 0.3625 0.000118775 0.000118775 0.0268793 0
0.1 0 -0.304255 -0.268482 0.642284 -0.141637 -40.8962 -3.46893
0.1 1 -0.161952 -0.304872 -0.5742 1.52508 -47.7021 -3.52455
0.1 2 -0.0208139 -0.270232 -1.49235 0.419832 -41.1594 -3.25656
0.1 3 0.145525 -0.272958 0.867997 2.15327 -26.9191 -3.80176
0.1 4 0.226155 -0.412636 -1.77681 -0.141699 -48.6849 -4.19321
0.1 5 -0.252411 -0.0265506 -1.09656 3.15444 -32.2056 -3.11331
0.1 6 -0.147764 -0.162586 0.543557 -1.50985 -23.2934 -3.46104
0.1 7 -0.00954851 -0.124502 1.06189 0.970675 -28.0907 -3.1067
0.1 8 0.141192 -0.130857 -0.291022 1.03976 -50.2038 -4.52736
0.1 9 0.28203 -0.196449 -0.956516 0.0582366 -52.6197 -3.88292
0.1 10 -0.365 0.0586544 -1.56921 1.03811 -38.4925 -3.58537
0.1 11 -0.112318 -0.0260675 0.932789 -0.707576 -15.4889 -3.60619
0.1 12 0.0314477 0.0241349 -1.44177 0.141422 -35.151 -3.08104
0.1 13 0.196756 0.00563931 0.0999515 -0.734404 -33.3953 -3.61656
0.1 14 0.325198 -0.0497153 -0.38195 -0.794411 -30.4962 -3.61491
0.1 15 -0.255399 0.178422 0.0668596 0.771318 -35.8078 -3.57772
0.1 16 -0.110196 0.128251 2.53732 0.99272 -28.4474 -3.18401
0.1 17 0.0416645 0.168405 -1.17426 -0.347938 -21.8312 -2.79885
0.1 18 0.187102 0.178734 0.357495 0.752961 -20.6671 -3.94757
0.1 19 0.408493 0.0641135 2.16931 -1.54481 -35.7608 -3.94913
0.1 20 -0.271329 0.325682 -0.431179 0.317455 -38.0891 -3.67204
0.1 21 -0.113542 0.326502 -1.05754 -1.06686 -15.1128 -3.97721
0.1 22 0.0285367 0.332693 0.844288 -0.117639 -19.4562 -3.15422
0.1 23 0.196917 0.319263 0.867814 -0.0753664 -39.4138 -3.46464
0.1 24 0.382296 0.247726 0.342542 -1.35426 -50.3455 -3.82743
0.2 0 -0.238483 -0.285594 0.993989 -0.0327459 -33.3117 -7.443
0.2 1 -0.100326 -0.364897 -1.24133 0.125504 -38.4402 -7.3959
0.2 2 -0.122662 -0.213408 -0.978262 0.595396 -29.5769 -7.07226
0.2 3 0.0451783 -0.21853 -1.0082 0.761213 -41.345 -7.51616
0.2 4 0.0579335 -0.376746 1.30116 0.969337 -37.1834 -8.34263
0.2 5 -0.326867 -0.0148779 -0.124312 -0.372646 -35.062 -7.1297
0.2 6 -0.230517 -0.118507 -1.55212 -0.460473 -29.5665 -7.04822
0.2 7 -0.0717038 -0.0708178 0.997536 -0.0976546 -22.6315 -5.93391
0.2 8 0.123439 -0.103207 -1.73373 0.2186 -44.8474 -8.10644
0.2 9 0.232209 -0.267698 -1.4636 -0.691987 -45.2298 -7.9252
0.2 10 -0.43692 0.0982462 1.15408 -0.165159 -39.1591 -7.90285
0.2 11 -0.175538 0.024198 0.607867 1.22603 -20.8916 -6.62935
0.2 12 -0.000394415 0.0714158 -1.15399 0.746191 -52.2539 -5.86213
0.2 13 0.154682 0.051057 -0.692241 0.166166 -56.0563 -6.13054
0.2 14 0.273436 -0.0766873 -0.906078 -1.83059 -49.6092 -6.96062
0.2 15 -0.254468 0.169123 -1.04293 1.63937 -45.0234 -7.57902
0.2 16 -0.102667 0.172067 -0.837246 0.578571 -21.4803 -5.94522
0.2 17 0.035213 0.214283 1.08738 -0.50222 -27.4132 -6.19762
0.2 18 0.232208 0.206893 0.66742 0.464181 -41.2661 -7.60676
0.2 19 0.485642 0.0584362 0.150895 1.62034 -51.9016 -8.00167
0.2 20 -0.214307 0.349435 0.712096 0.737451 -40.6395 -8.47801
0.2 21 -0.0685656 0.316251 1.10853 0.324979 -40.4175 -8.1708
0.2 22 0.10569 0.370122 -0.168554 -0.50963 -38.8418 -7.19059
0.2 23 0.271956 0.344981 0.977845 -1.13168 -50.4208 -8.18723
0.2 24 0.32981 0.068248 -0.278813 -1.57488 -32.7484 -8.20985
0.3 0 -0.280388 -0.307603 -0.0489675 0.905331 -42.112 -11.5743
